StartTime,DiscoveryTime,Name,Address,Type,BondState,BtClass
1485837224966,1485837225510,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837224966,1485837225543,Lenovo VIBE K4 Note,54:27:58:B9:BD:C5,1,10,524
1485837224966,1485837225908,049_lolipop,9C:5C:8E:9D:43:45,1,10,524
1485837224966,1485837231013,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837238592,1485837243954,049_lolipop,9C:5C:8E:9D:43:45,1,10,524
1485837238592,1485837244554,049_lolipop,9C:5C:8E:9D:43:45,1,10,524
1485837238592,1485837245228,033_5.1.1,A0:E4:53:D0:70:55,1,10,524
1485837238592,1485837245306,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837238592,1485837246860,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837238592,1485837246908,034_601,30:5A:3A:BC:8B:42,1,10,524
1485837238592,1485837247354,013_5.0.2,0C:48:85:69:10:EF,1,10,524
1485837238592,1485837247552,006_Nougat,88:79:7E:7B:6B:47,1,10,524
1485837252352,1485837252924,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837252352,1485837253556,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837252352,1485837258186,007_6.0.1X,74:23:44:33:EE:1E,1,10,524
1485837252352,1485837259633,006_Nougat,88:79:7E:7B:6B:47,1,10,524
1485837252352,1485837259668,012_7.0,94:65:2D:00:6C:48,1,10,524
1485837252352,1485837260044,009_6.0.1X,64:CC:2E:B0:9F:6D,1,10,524
1485837252352,1485837260773,013_5.0.2,0C:48:85:69:10:EF,1,10,524
1485837252352,1485837261271,034_601,30:5A:3A:BC:8B:42,1,10,524
1485837252352,1485837262135,null,EC:88:92:CB:02:C3,1,10,524
1485837252352,1485837262795,049_lolipop,9C:5C:8E:9D:43:45,1,10,524
1485837277261,1485837280068,034_601,30:5A:3A:BC:8B:42,1,10,524
1485837277261,1485837284191,040_5.1.1x,38:A4:ED:E8:17:1C,1,10,524
1485837277261,1485837284672,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837277261,1485837284893,008_6.0.1X,78:02:F8:CB:D4:0E,1,10,524
1485837277261,1485837285506,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837277261,1485837285949,32_4.4.4,EC:88:92:CB:02:C3,1,10,524
1485837277261,1485837286403,012_7.0,94:65:2D:00:6C:48,1,10,524
1485837277261,1485837288558,006_Nougat,88:79:7E:7B:6B:47,1,10,524
1485837289961,1485837291100,009_6.0.1X,64:CC:2E:B0:9F:6D,1,10,524
1485837289961,1485837291632,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837289961,1485837291659,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837289961,1485837292021,006_Nougat,88:79:7E:7B:6B:47,1,10,524
1485837289961,1485837296249,012_7.0,94:65:2D:00:6C:48,1,10,524
1485837289961,1485837297313,32_4.4.4,EC:88:92:CB:02:C3,1,10,524
1485837289961,1485837302521,040_5.1.1x,38:A4:ED:E8:17:1C,1,10,524
1485837303582,1485837304415,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
